hyper	row	n	lag	mse	sse	avg_df	r2
(1.0, 0.30000000000000004)	71	190	2	0.03296862391739665	6.2640385443053646	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	72	190	2	0.01570059388820525	2.9831128387589976	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	73	190	2	0.03725640334007597	7.078716634614433	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	74	190	2	0.010656114148321662	2.024661688181116	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	75	190	2	0.04167600788333197	7.918441497833074	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	76	190	2	0.02632738116406751	5.002202421172827	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	77	190	2	0.004172618475807082	0.7927975104033453	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	78	190	2	0.011831015954550557	2.247893031364606	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	79	190	2	0.006489310324139892	1.2329689615865795	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	80	190	2	0.006141505539340657	1.1668860524747249	0.0	-0.010610005318999692
(1.0, 0.30000000000000004)	81	190	2	0.001899417348117373	0.3608892961423009	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	82	190	2	0.016344792904516736	3.10551065185818	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	83	190	2	0.0038389701186518563	0.7294043225438527	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	84	190	2	0.007009268627277269	1.3317610391826809	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	85	190	2	0.003474793546877116	0.6602107739066521	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	86	190	2	0.004538450964939037	0.8623056833384171	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	87	190	2	0.009021545873492928	1.7140937159636565	0.0	-0.01061000531900036
(1.0, 0.30000000000000004)	88	190	2	0.0394105497411333	7.488004450815327	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	89	190	2	0.016897826367367627	3.210587009799849	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	90	190	2	0.011606702178160823	2.2052734138505565	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	91	190	2	0.004261561498604998	0.8096966847349496	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	92	190	2	0.012963865001978402	2.4631343503758965	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	93	190	2	0.008779619307930371	1.66812766850677	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	94	190	2	0.007888983121295033	1.4989067930460562	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	95	190	2	0.0047311456522699065	0.8989176739312823	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	96	190	2	0.0018467977014241645	0.35089156327059123	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	97	190	2	0.014268433403990827	2.7110023467582574	0.0	-0.010610005319000138
(1.0, 0.30000000000000004)	98	190	2	0.012137799488252023	2.3061819027678845	0.0	-0.010610005318999916
(1.0, 0.30000000000000004)	99	190	2	0.007583770359077569	1.440916368224738	0.0	-0.010610005318999916
